judul,label,isi
[POPULER JABODETABEK] Mahasiswa Gagal Bertemu Jokowi | Ujang Sarjana Ditangkap karena Tolak Pungli,Megapolitan," - Berita mengenai massa mahasiswa yang berhasil menemui pimpinan DPR tapi gagal bertemu Presiden Joko Widodo menjadi artikel yang paling banyak dibaca di kanal Megapolitan Kompas.com pada Jumat (22/4/2022) kemarin. ,Kabar lainnya yang menyedot perhatian pembaca adalah terkait nasib Ujang Sarjana, pedagang Pasar Bogor yang ditangkap akibat menolak pungutan liar dari preman setempat.   ,Selain itu, ada juga kabar mengenai vonis Nia Ramadhani dan Ardi Bakrie yang diringankan oleh pengadilan.,Nasib berbeda dialami mahasiswa yang berunjuk rasa di depan Gedung DPR dan dekat Istana Negara, Kamis (22/4/2022).,Mahasiswa yang menggelar aksi di depan Gedung DPR berhasil menemui pimpinan dewan dan menyampaikan langsung tuntutannya.,Sementara itu, mahasiswa yang menggelar aksi unjuk rasa di Patung Kuda Arjuna Wijaya, tak berhasil bertemu Jokowi atau pun perwakilan dari Istana.,Mahasiswa mengaku telah berkomunikasi dengan pihak Istana agar bisa bertemu Presiden Joko Widodo, Wakil Presiden Ma'ruf Amin, atau pun pejabat istana yang mewakili.,Namun massa mahasiswa kecewa hingga detik terakhir, tak ada satupun perwakilan Istana yang menemui mereka.,""Ini perlu diketahui bahwa kami yang sudah mewakili masyarakat Indonesia pun tidak mau Presiden dan Wakil Presiden menemui kami,"" kata Ketua BEM UI Bayu Satria dalam orasinya."
"Komplotan Maling Ngaku Tukang Servis AC, Emas hingga Berlian Warga di Jatinegara Raib",Megapolitan," - Komplotan , menyatroni sebuah rumah di Jalan Aneka Elok I, RT 11/04, Kelurahan Cipinang Muara, Kecamatan ,, ,, Jumat (22/4/2022), sekitar pukul 10.30 WIB., Korban bernama Aditya Syaputra (21) mengatakan, komplotan tersebut terdiri dari tiga orang pria yang mengaku sebagai tukang servis AC.,""Ngakunya tukang AC, katanya sudah, mama,"" kata Aditya kepada wartawan di lokasi, Jumat., Para pelaku kemudian meminta Aditya, yang sedang sendirian di rumah, untuk keluar. Pelaku saat itu berdalih hendak mengecek bagian AC yang rusak., Namun, setelah Aditya kembali lagi ke dalam rumah, ia bingung karena para pelaku tiba-tiba keluar., ""Pas saya balik lagi, kok bingung tiba tiba mereka keluar. Pas saya lihat, kamar udah berantakan. (Barang yang dicuri) berlian sama emas,"" ucap Aditya., Sementara itu, korban bernama Nuranita yang juga merupakan ibu dari Aditya mengatakan, pelaku menggasak cincin berlian seberat 8 gram dan cincin emas seberat 6 gram., ""Barang yang diambil dua cincin, cincin berlian sama emas. Kerugian sekitar Rp 15 juta,"" ujar Nuranita., "
"Kronologi Kasus Pembacokan di Bekasi Menurut Keluarga, Korban Dibiarkan Tergeletak dengan Lengan Terluka",Megapolitan,"Sebuah unggahan foto yang menunjukkan seorang pria berbaring dengan lengan terluka beredar di media sosial. Pria tersebut dinarasikan sebagai korban begal yang terjadi di ,, Minggu (17/4/2022). ,Keluarga dari korban berinisial K menjelaskan kronologi kejadian menurut versi mereka. Kakak dari korban yakni A menuturkan bahwa saat itu K hendak pulang ke rumah setelah berkunjung ke salah satu rumahnya.,""Awalnya dia mau (pulang), tapi setelah itu disuruh menginap sama temannya, tapi dia bilang mau pulang karena mau sahur di rumah bareng keluarga,"" jelas A saat dihubungi oleh Kompas.com, Jumat (22/4/2022)., Kemudian K pun memutuskan untuk pulang dan melintas di Jalan Prima Harapan, Bekasi Utara, Kota Bekasi.,Saat di sana, K yang ketika itu bersama temannya dipepet oleh dua sepeda motor. , ""Setelah di perempatan Prima Harapan, adik saya langsung dipepet terus dibacok menggunakam celurit,"" tutur A., Setelah dibacok, lanjut A, para pelaku juga sempat mengejar teman K namun tidak berhasil.,A menjelaskan bahwa pelaku yang diduga berjumlah empat orang tersebut tidak mengambil harta benda milik adiknya. Adiknya ditinggal begitu saja dalam kondisi tergeletak di jalan dalam keadaan lengan terbacok. ,Ia juga menambahkan bahwa adiknya yang mengalami luka serius di bagian lengannya saat ini sudah dibawa ke Rumah Sakit Umum Daerah (RSUD) Kota Bekasi untuk mendapatkan perawatan insentif., ""Sekarang ini masih di RSUD, lagi proses recovery,"" terang A."
Polda Metro Jaya Berencana Gelar 'Street Race' di Meikarta Setelah Lebaran,Megapolitan,"Direktorat Lalu Lintas (Ditlantas) Polda Metro Jaya berencana menggelar ajang balap jalanan atau , di kawasan Meikarta, Cikarang, Kabupaten Bekasi, Jawa Barat.,""Bulan depan kemungkinan Meikarta,"" kata Direktur Lalu Lintas (Dirlantas) Polda Metro Jaya Kombes Pol Sambodo Purnomo Yogo saat ditemui usai Apel Gelar Pasukan Operasi Ketupat 2022 di Lapangan Monas, Jakarta, dikutip dari , Jumat (22/4/2022).,Sambodo menjelaskan gelaran balap di Meikarta juga akan menggunakan lintasan, atau balapan lurus sepanjang 400 meter.,Saat ini, ajang , masih berlangsung di Jalan Grand Boulevard atau tepatnya di depan ICE BSD, Pagedangan, Tangerang.,Balapan yang berlangsung pada 22-24 April 2022 itu, diikuti oleh 687 pembalap yang terdiri dari 600 motor dan 87 mobil.,""Kuota hari pertama dan hari kedua sudah penuh. Hari ketiga saya cek itu sudah 87 pembalap, jadi sisa 13 tadi siang itu sudah terdaftar,"" ujar dia.,Sambodo mengungkapkan pada gelaran, kedua ini, pihaknya menyiapkan kategori untuk kendaraan roda empat karena permintaan yang tinggi dari penggemar balap roda empat.,Giat , kali ini juga masih mengusung format yang sama dengan gelaran pertama di Ancol, Jakarta Utara, yakni ,.,Sambodo yang menjajal langsung lintasan drag race tersebut dengan sepeda motor sport 4 tak juga memastikan lintasan balap tersebut sudah siap 100 persen.,Adapun agenda street race tersebut digelar pada bulan Ramadhan, sehingga gelaran tersebut dibatasi pada pukul 14.00-17.00 WIB. Setelahnya, dilanjutkan dengan bakti sosial ke panti asuhan bersama komunitas balap.,Kegiatan ini adalah hasil kerja sama Polda Metro Jaya dan Ikatan Motor Indonesia (IMI) dalam rangka memfasilitasi para pemilik hobi balap agar tidak terlibat balap liar."
Polda Metro Jaya Bakal Tindak Tegas Ormas yang Minta THR ke Masyarakat dan Pengusaha,Megapolitan,"Polda Metro Jaya bakal menindak tegas organisasi kemasyarakatan (Ormas) yang meminta Tunjangan Hari Raya (,) dengan cara memaksa kepada masyarakat dan pengusaha.,Hal itu disampaikan Zulpan menanggapi adanya sejumlah Ormas yang meminta THR secara paksa kepada masyarakat dan pengusaha lewat surat edaran.,Zulpan mengatakan, meminta THR secara paksa merupakan bagian dari pemerasan dan terancam hukuman pidana.,""Apabila ada korban yang melaporkan ke Polda Metro, kami akan proses hukum terhadap kelompok-kelompok yang melakukan pemerasan kepada masyarakat,"" kata Zulpan, dikutip dari ,Jumat (22/4/2022).,Untuk itu, ia mengimbau kepada seluruh masyarakat agar melapor ke polisi apabila mendapatkan surat permintaan THR yang sifatnya memaksa dari kelompok manapun. Laporan tersebut, kata Zulpan, bisa dibuat di Polsek, Polres, atau Polda.,Zulpan mengatakan, praktik tersebut merupakan pemerasan dengan kedok memohon permintaan THR.,""Kalau minta THR karena hubungan baik itu tidak masalah. Tetapi kalau membuat surat edaran, meminta kepada semua perusahaan yang ada di wilayah tertentu yang mengatasnamakan Ormas tertentu ini tidak dibenarkan,"" kata Zulpan.,Adapun sebelumnya diberitakan, sempat viral di media sosial sejumlah surat edaran permintaan dana THR Idul Fitri 2022 dari ormas ke warga di sekitar Jabodetabek., ,Surat permintaan dana THR itu di antaranya berasal dari ormas Pemuda Pancasila (PP) Ranting Cengkareng Timur, Jakarta Barat. Menanggapi surat yang viral tersebut dalam dua hari belakangan, polisi memanggil pimpinan Ormas Cengkareng untuk dimintai keterangan.,Kapolsek Cengkareng Kompol Ardhie Demastyo mengatakan, pihaknya telah memanggil pimpinan ormas tersebut. Hasilnya, pihak ormas mengakui surat itu dibuat dan diedarkan satu di antara anggota ormas."
Kapolres Metro Bekasi Berencana Gelar Street Race Setelah Libur Lebaran,Megapolitan," - Ajang balap liar resmi (,) yang rencananya digelar di beberapa tempat pada awal tahun 2022 lalu ditunda pelaksanaannya karena lonjakan kasus Covid-19 pada Februari lalu.,Baru-baru ini, acara yang difasilitasi Polda Metro Jaya itu kembali digelar di wilayah BSD, Kabupaten Tangerang, Banten, seiring dengan menurunnya penularan Covid-19.,Wilayah lain di sekitar Ibu Kota pun berencana untuk kembali melanjutkan program yang sempat tertunda tersebut.,Kapolres Metro Bekasi Komisaris Besar Polisi Gidion Arif Setyawan bahkan sudah merencanakan untuk menggelar, di wilayahnya setelah libur ,., ""Nanti habis lebaran,"" ucap Gidion Arif saat dikonfirmasi oleh wartawan, Jumat (22/4/2022)., Gidion mengatakan bahwa pihak kepolisian saat ini masih ingin fokus memprioritaskan penjagaan pada mudik Lebaran 2022.,Sebelumnya, pada awal Januari 2022 lalu, Polda Metro Jaya telah menetapkan berbagai lokasi untuk pelaksanaan ,Salah satunya adalah di Bekasi.,Lantaran kasus Covid-19 meningkat, , baru berhasil digelar di Ancol pada Januari 2022."
Mendagri Moratorium Penggantian Kepala Disdukcapil hingga Akhir 2022,Nasional," - Menteri Dalam Negeri (,) Tito Karnavian meneken surat moratorium (penundaan) penggantian/mutasi pejabat , Kependudukan dan Pencatatan Sipil (,) provinsi dan kabupaten/kota.,Adapun kebijakan moratorium ini dimulai dari tanggal 7 April 2022 hingga 31 Desember 2022., Dirjen Dukcapil Kemendagri Zudan Arif Fakhrulloh mengatakan, moratorium ini agar tidak mengganggu pelayanan administrasi kependudukan (adminduk) dan menyukseskan program strategis nasional bidang adminduk., “Dukcapil Kemendagri saat ini sedang berkonsentrasi melaksanakan agenda nasional bidang adminduk melalui program-program strategis,” kata Zudan dalam keterangan tertulisnya, Jumat (22/4/2022).,Adapun tujuh program strategis Ditjen Dukcapil Kemendagri yang dimaksud Zudan yakni:,1. Perubahan Sistem Informasi Administrasi Kependudukan (SIAK) terdistribusi menjadi SIAK terpusat.,2. Pengembangan layanan administrasi kependudukan (adminduk) digital dalam genggaman.,3. Penyiapan daftar penduduk potensial pemilih pemilihan (DP4) dan daftar agregat kependudukan per kecamatan (DAK2) untuk pemilu presiden dan wakil presiden serta pemilu legislatif 2024.,4. Penyiapan DP4 untuk pilkada serentak tahun 2024., 5. Pendataan adminduk penyandang disabilitas."
"Masih Tersisa 15.000 Kuota Mudik Gratis Polda Metro, Ini Syarat dan Cara Mendaftarnya",Megapolitan," - Kuota kursi , , yang difasilitasi Polda Metro Jaya masih tersedia untuk 15.000 orang., Dirlantas Polda Metro Jaya Kombes Sambodo Purnomo Yogo menjelaskan, terdapat 5.000 warga yang sudah mendaftar dalam program tersebut sejauh ini. Sementara itu, total kuota yang disediakan adalah 20.000.,""Kami siapkan 400 bus. Untuk berbagai kota tujuan di Jawa Barat, Jawa Tengah, Jawa Timur, dan Yogyakarta. Kuota peserta 20.000,"" kata Sambodo., Untuk diketahui, Polda Metro Jaya turut membuka layanan program mudik gratis pada momen Lebaran 2022 untuk masyarakat.,Informasi mudik gratis dengan tagline ""Mudik Aman, Mudik Sehat"" itu disebar melalui akun Twitter, @TMCPoldaMetro.,Pendaftaran mudik gratis Lebaran 2022 ini dilakukan secara ,, berlokasi di Gedung Balai Pertemuan Metro Jaya.,Pendaftaran masih akan dibuka sampai dengan Minggu (24/4/2022) hingga pukul 12.00 WIB., Sementara untuk syarat pendaftaran, masyarakat harus membawa fotokopi kartu tanda penduduk (KTP) dan kartu keluarga (KK)., Masyarakat yang telah mendaftar nantinya akan diberangkatkan dalam waktu yang berbeda-beda dari Gelora Bung Karno, Tanah Abang, Jakarta Pusat.,Waktu pemberangkatan mudik Lebaran 2022 dibagi menjadi tiga, yakni:, - Senin, 25 April 2022: 150 bus, - Selasa, 26 April 2022: 150 bus, - Rabu, 27 April 2022: 100 bus,Adapun rutenya adalah sebagai berikut:"
"5.000 Warga Mendaftar Layanan Mudik Gratis Polda Metro Jaya, Masih Tersisa 1.500 Kursi",Megapolitan," - Kurang lebih 5.000 warga sudah mendaftar layanan , yang disediakan , pada momen Hari Raya Lebaran 2022 atau Idul Fitri 1443 Hijriah., Angka tersebut berdasarkan data peserta yang dicatatkan sejak pendaftaran dibuka pada 20 April 2022., ""Sudah banyak, sudah hampir 5.000-an yang mendaftar,"" ujar Dirlantas Polda Metro Jaya Kombes Sambodo Purnomo Yogo, Jumat (22/4/2022)., Menurut Sambodo, program , bisa menampung hingga 20.000 peserta. Sebanyak 400 bus disediakan untuk melayani warga yang hendak mudik ke sejumlah provinsi di Pulau Jawa.,""Kami siapkan 400 bus. Untuk berbagai kota tujuan di Jawa Barat, Jawa Tengah, Jawa Timur, dan Yogyakarta. Kuota peserta 20.000,"" kata Sambodo., Untuk diketahui, Polda Metro Jaya turut membuka layanan program mudik gratis pada momen Lebaran 2022 ini., Upaya ini berbeda dengan yang diterapkan pada dua tahun sebelumnya.,Polda Metro Jaya menerapkan penyekatan di sejumlah perbatasan daerah di Ibu Kota pada Lebaran 2020 dan 2021 lalu akibat larangan mudik karena pandemi Covid-19., Informasi mudik gratis dengan tagline ""Mudik Aman, Mudik Sehat"" itu disebar melalui akun Twitter, @TMCPoldaMetro.,Pendaftaran mudik gratis Lebaran 2022 ini dilakukan secara ,berlokasi di Gedung Balai Pertemuan Metro Jaya., Pendaftaran masih akan dibuka sampai dengan Minggu (24/4/2022) hingga pukul 12.00., Sementara untuk syarat pendaftaran, masyarakat harus membawa fotokopi kartu tanda penduduk (KTP) dan kartu keluarga (KK).,Masyarakat yang telah mendaftar nantinya akan diberangkatkan di waktu yang berbeda-beda dari Gelora Bung Karno, Tanah Abang, Jakarta Pusat.,Jadwal pemberangkatan mudik Lebaran 2022 dibagi menjadi tiga, yakni:, - Senin, 25 April 2022: 150 bus"
Perangkat Lembaga Peradilan di Indonesia,Nasional," - Lembaga peradilan memiliki peran penting dalam implementasi konsep negara hukum saat proses demokratisasi, terutama dalam kondisi transisi dari sistem politik yang otoriter ke arah masyarakat demokratis dan transparan.,Indonesia memiliki beberapa lembaga peradilan yang bertujuan untuk menciptakan keadilan di sebuah negara. Setiap lembaga peradilan memiliki alat kelengkapan atau perangkatnya.,Berikut ,:,Kekuasaan kehakiman di lingkungan peradilan umum dilaksanakan oleh:,Kekuasaan kehakiman di lingkungan peradilan agama dilakukan oleh:,Peradilan militer diatur dalam Undang-undang Nomor 31 Tahun 1997. Dalam UU tersebut, yang dimaksud pengadilan adalah badan yang melaksanakan kekuasaan kehakiman di lingkungan peradilan militer.,Kekuasaan tersebut meliputi pengadilan militer, pengadilan militer tinggi, pengadilan militer utama, dan pengadilan militer pertempuran.,Dalam peradilan militer dikenal dengan adanya oditurat, yaitu badan di lingkungan Tentara Nasional Indonesia atau TNI yang melakukan kekuasaan pemerintahan negara di bidang penuntutan dan penyidikan berdasarkan pelimpahan dari panglima TNI.,Oditurat terdiri atas oditurat militer, oditurat militer tinggi, oditurat jenderal, dan oditurat militer pertempuran.,Kekuasaan kehakiman di lingkungan peradilan tata usaha negara dilaksanakan oleh:,Mahkamah konstitusi terdiri dari sembilan orang hakim konstitusi yang diajukan masing-masing tiga orang oleh Dewan Perwakilan Rakyat atau DPR, presiden, dan Mahkamah Agung.,Susunan organisasinya terdiri atas seorang ketua merangkap anggota, seorang wakil ketua merangkap anggota, dan tujuh anggota hakim konstitusi., "
Pembangunan Tembok SMKN 69 Jakarta Tutup Akses Jalan ke Puluhan Rumah di Cakung,Megapolitan," - Pembangunan tembok , menutup , ke puluhan rumah di wilayah RT 011 RW 007 Kelurahan Jatinegara, Kecamatan ,, Jakarta Timur.,Salah satu warga yang terdampak adalah Bresman Marbun (69)., Pada 14 April 2022, ia kehilangan akses jalan dari rumahnya ke Jalan Swadaya Rawabadung karena pembangunan tembok SMKN 69.,Akibatnya, Marbun dan keluarganya kini harus melewati dapur atau kamar mandi tetangga  untuk menuju jalan utama.,""Saya bisanya lewat dapur sama kamar mandi orang,"" ujar Marbun saat ditemui di lokasi, Jumat (22/4/2022)., Marbun mengatakan, ada sekitar 10 rumah yang terdampak pembangunan tembok SMKN 69 tersebut., ""Yang terdampak langsung ada sekitar 10 rumah. Di samping rumah saya ada tiga rumah ditembok. Cuma mereka enggak bersuara,"" kata Marbun., Pantauan di lokasi, selain rumah milik Marbun, ada beberapa rumah yang dimundurkan akibat pembangunan tembok SMKN 69., ""Yang rumah mundur akibat pembangunan tembok lebih banyak lagi. Bekasnya masih itu tembok,"" tutur Marbun., Sementara itu, Camat Cakung Fadjar Eko Satrio mengklaim bahwa otoritas terkait sudah berkoordinasi dengan warga sebelum tembok SMKN 69 dibangun., ""Sudah koordinasi dengan warga, yang komplain cuma satu warga saja,"" kata Fadjar Eko."
Tim Sunmori BMC Racing Bogor Datang di Hari Kedua Street Race BSD agar Personel Lengkap,Megapolitan," - Tim , (,) BMC Racing Bogor sengaja datang di hari kedua perhelatan ,yang diadakan di Bumi Serpong Damai (BSD), Pagedangan, Tangerang.,Manajer tim BMC Racing Bogor Wawan (42) mengatakan, alasannya agar semua anggota bisa hadir dalam formasi lengkap (,).,Saking antusiasnya, mereka datang ke lokasi sejak pukul 09.00 WIB. Tim yang terdiri dari 15 peserta ini sengaja datang lebih awal agar mendapat area paddock yang lebih strategis.,""Biar dapat tempat lebih strategis saja, karena hari ini pasti lebih ramai hari Sabtu kan hari libur. Kemarin ada juga peserta yang dapat dua motor saja karena pada belum libur semua,"" ungkap Wawan.,""Hari ini direncanakan hadir semua ,,"" lanjut dia.,Meski bernama BMC Racing Bogor, tim sunmori ini berasal dari beragam daerah di Jabodetabek.,""Ada yang dari Serang, Bekasi, Jakarta, Tangerang, Jabodetabek hampir semua daerah ada anggota,"" jelas Wawan.,Wawan mengatakan, timnya tidak ikut balapan di Ancol pada Januari lalu. Ini adalah kali pertama mereka ikut balapan yang diselenggarakan Polda Metro Jaya.,""Baru tes di , yang disediakan panitia. Hari ini disediain, tadi panitia sendiri yang menyediakan"" pungkas dia.,Pantauan , di lokasi, cuaca sangat terik pada pukul 13.00 WIB.,Panasnya sinar matahari semakin membakar semangat para peserta untuk melaju lebih ciamik lagi di lintasan balap sepanjang 800 meter tersebut."
"Hari Kedua Street Race BSD, Balapan Dimulai Lebih Awal pada Pukul 12.00 WIB",Megapolitan," - Peserta  , yang diadakan di Bumi Serpong Damai (BSD), Pagedangan, Tangerang sangat antusias untuk mengikuti balapan.,Pada hari kedua gelaran street race, Sabtu (23/4/2022) acara dimulai lebih awal yaitu pada pukul 12.00 WIB.,Sebelumnya, pada Jumat (22/4/2022) acara dimulai pada pukul 14.00 WIB. Acara pembukaan tersebut dipimpin langsung oleh Kapolres Tangerang Selatan AKBP Sarly Sollu.,Sejak pukul 12.00 WIB, para peserta sudah mengantre di area balapan dan bergantian melaju dari area start hingga garis finish.,""Ini ada jalur sebelah kanan siapa mau lawan siapa, tolong langsung line up. Jadi tidak saling tunggu, sudah terbagi,"" ujar seorang panitia di lokasi, Sabtu.,Sebelum dimulai, para peserta sempat melakukan uji coba kendaraan mulai pukul 10.00 hingga pukul 12.00 WIB di depan area paddock yang dibatasi garis kuning.,""Siapa yang mau sudah bisa masuk ke jalur sebelah kiri dan kanan, boleh masuk. Supaya kami di , gampang mengaturnya,"" lanjut panitia tersebut.,Pantauan , di lokasi, suara motor para peserta saling bersahutan. Semua peserta yang mengantre sesekali memainkan gas motornya.,""Brum...brummm... brummmm...brummmm....,"" bunyi tarikan gas motor diikuti kepulan asap yang keluar.,Cuaca yang cerah tersebut kemudian dihiasi gerimis yang mulai turun sejak pukul 12.00 WIB.,Hingga pukul 12.30 WIB, para peserta bergantian menjajal mesinnya di bawah cuaca gerimis.,Namun, cuaca kembali cerah pada pukul 12.30 WIB meski tampak beberapa awan gelap dari kejauhan langit arena balap."
"Jadwal Imsak di Bogor Hari Ini, 23 April 2022",Megapolitan," - Hari ini, Sabtu (23/4/2022), umat Islam memasuki ibadah puasa hari ke-21 Ramadhan 1443 Hijriah., Setiap wilayah seluruh Indonesia memiliki masing-masing jadwal imsak sebagai pengingat sahur., , menyediakan informasi jadwal imsak setiap hari hingga akhir Ramadhan berdasarkan situs resmi Direktorat Jenderal Bimbingan Masyarakat Islam Kementerian Agama., Berikut jadwal imsakiyah dan buka puasa bagi Anda yang berada di Kabupaten dan Kota Bogor:,21 Ramadhan 1443 H (23/4/2022), Imsak: 04:28 WIB, Subuh: 04:38 WIB, Maghrib/buka puasa: 17.56 WIB, Isya: 19:02 WIB"
Polda Metro Akan Bangun Rest Area di Kedungwaringin dan Jatiuwung untuk Pemotor yang Mudik,Megapolitan," - Polda Metro Jaya berencana untuk membangun dua pos terpadu yang akan difungsikan sebagai, bagi para pemudik yang menggunakan sepeda motor.,Dirlantas Polda Metro Jaya Kombes Sambodo Purnomo Yogo menjelaskan, dua rest area tersebut akan dibangun di jalur arteri kawasan ,, Bekasi, dan Jatiuwung, Kabupaten Tangerang., ""Itu adalah titik lelah. Pertama Kedungwaringin itu arah ke Cikampek, kedua Jatiuwung arah ke Merak,"" ujar Sambodo kepada wartawan, Jumat (22/4/2022)., Menurut Sambodo, pos terpadu tersebut nantinya akan beroperasi selama 24 jam dan bisa digunakan para pemudik untuk beristirahat., ""Di situ nanti ada cemilan, mushala, makanan, minuman, tenaga kesehatan dan sebagainya,"" kata Sambodo., Selain itu, Sambodo menyebut Polda Metro Jaya juga aman membuka 122 pos pengamanan dan pos pelayanan selama arus , Lebaran mendatang., Dalam pelaksanaannya, pos tersebut akan dibangun di jalan tol dan arteri serta di sejumlah titik-titik keramaian., ""Di pasar atau mal, di tempat wisata, dan pengamanan di tempat pemberangkatan,"" ucap Sambodo."
Bu Kasur dan Cintanya untuk Anak-anak dalam Bait Lagu hingga Pendidikan,Nasional," -,. Demikian lirik lagu yang lekat di telinga masyarakat Indonesia sejak kecil.,Ya, lagu berjudul , itu menjadi salah satu , Sandiah atau lebih dikenal sebagai ,.,Bersama sang suami, Pak Kasur, , kondang sebagai pencipta lagu anak. Lirik-lirik lagu yang diciptakan keduanya singkat dan sederhana sehingga mudah diingat anak-anak.,Tak hanya itu, Bu Kasur juga aktif di bidang pendidikan anak. Ia dan Pak Kasur membuat sekolah untuk anak.,Lewat bait-bait lirik lagu dan sekolah-sekolah yang dibangun, hingga kini jasa dan pemikiran Bu Kasur masih terkenang abadi.,Sandiah ""Ibu Kasur"" lahir di Jakarta, 16 Januari 1926. Harian Kompas, 23 Oktober 2002, memberitakan, Ibu Kasur menamatkan pendidikan di Meer Uitgebreid Lager Onderwijs (MULO), sekolah menengah pertama zaman kolonial Belanda.,Ia menikah dengan Pak Kasur pada 29 Juli 1946 di Yogyakarta. Dari pernikahannya dengan Pak Kasur inilah sapaan ""Bu Kasur"" muncul.,Panggilan Pak Kasur sendiri berasal dari sapaan ""Kak Soer"" yang bernama asli Soeryono.,Bersama suaminya, Bu Kasur mengasuh siaran anak-anak di Radio Republik Indonesia (RRI) Jakarta.,Lalu, ketika Televisi Repbulik Indonesia (TVRI) berdiri pada 1962, Bu Kasur membawakan acara serupa, yakni Arena Anak-anak dan Mengenal Tanah Airku."
"Hari Bumi Sedunia, 100 Pohon Produktif Ditanam di Pademangan Timur",Megapolitan," - Sebanyak 100 pohon produktif ditanam di kawasan Pademangan Timur, Kecamatan Pademangan, Jakarta Utara dalam rangka Hari Bumi Sedunia yang jatuh pada Jumat (22/4/2022).,Lurah Pademangan Timur, Abdul Rahman Hakim mengatakan, penanaman tersebut dilakukan secara kolaboratif antara Kelurahan Pademangan Timur dengan Yayasan Artha Graha Peduli.,""Kami melaksanakan aksi penanaman seratus pohon produktif sebagai kegiatan penghijauan lingkungan di wilayah Kelurahan Pademangan Timur,"" kata Abdul dikutip dari siaran pers, Sabtu (23/4/2022).,Menurut Abdul, hasil tanaman tersebut nantinya bisa dinikmati oleh warga sekitar apabila berbuah.,Oleh karena itu, tanaman itu pun harus dijaga dan dipelihara bersama oleh masyarakat agar mereka bisa menikmati hasilnya.,""Dengan adanya penanaman seratus pohon produktif, maka diharapkan akan menambah penghijauan dan lingkungan sekitar menjadi indah dan nyaman,"" kata dia.,Menurut Abdul, , produktif tersebut bisa dilakukan di lahan kosong.,Nantinya, hal tersebut dapat menciptakan lingkungan yang asri di tengah perkotaan.,Abdul pun berharap kolaborasi yang dilakukan bisa terus berlanjut pada kegiatan lainnya.,""Terutama yang dapat membawa manfaat bagi masyarakat Pademangan Timur,"" ucap dia."
Pemudik dari Ibu Kota Menuju Cirebon dan Semarang Bisa Pakai Lajur B Tol Jakarta-Cikampek,Nasional," , - Kepala Korps Lalu Lintas (Kakorlantas) Polri Irjen Firman Sentyabudi mengatakan pemudik dari Ibu Kota menuju Cirebon dan Semarang, bisa menggunakan lajur B Jalan Tol Jakarta Cikampek., Lajur itu biasanya digunakan untuk pengendara lalu lintas yang hendak masuk ke wilayah Jakarta., “Saudara-saudara yang akan menuju arah timur Cirebon, Semarang, dan seterusnya silahkan manfaatkan di Km 47 kita akan buka, bisa mengisi lajur B yang biasanya untuk ke arah Jakarta dari timur ke arah Kalikangkung,” papar Firman dalam acara virtual di YouTube Ditjen Perhubungan Darat, Kamis (21/4/2022)., Di sisi lain, lanjut Firman, pemudik ke arah Bandung yang melintasi Tol Jakarta-Cikampek diminta untuk selalu menggunakan lajur sebelah kiri., Sebab para pengendara akan belok ke arah kiri di Km 66., “Kami mengimbau sejak titik halim atau elevated di MBZ, silahkan selalu gunakan lajur sebelah kiri,” ucap dia., “Rekan-rekan dipastikan tidak akan menemukan crossing sebagai salah satu kendala di jalan tol, tinggal nanti belok kiri di Km 66 menuju arah Cipularang,” jelasnya., Diketahui pemerintah dan kepolisian menyiapkan sejumlah langkah untuk mengurai kepadatan lalu lintas saat mudik Lebaran 2022., Salah satunya adalah menerapkan kebijakan one way di tol Jakarta-Cikampek., Kebijakan itu akan diberlakukan sejak Kamis (28/4/2022) pukul 17.00 WIB mulai dari Km 47 Tol Jakarta-Cikampek hingga Km 414 gerbang Tol Kalikangkung., Kemudian kepolisian juga memberlakukan sistem ganjil genap, dan melarang truk bermuatan melintas di ruas tol tersebut., Adapun kebijakan dapat mengalami perubahan bergantung situasi di lapangan."
